"person_id","household_id","year_born","sex","employed","retired","education","net_income","gross_income"
303002,3030,1982,2,0,0,500,5203.6,5629.2
303003,3030,2016,2,0,0,NA,NA,NA
303004,3030,2018,2,0,0,NA,NA,NA
303101,3031,1980,1,1,0,500,16364.3,19019.9
303201,3032,1940,2,0,1,100,0,0
303301,3033,1974,1,1,0,500,13735.5,16244.7
303302,3033,1946,1,0,1,500,0,0
303303,3033,1949,2,0,1,100,0,0
303401,3034,1990,2,1,0,500,13813.5,16391.8
303501,3035,1962,2,0,0,500,0,0
303601,3036,1936,2,0,1,200,0,0
303701,3037,1962,1,1,0,500,25986.6,33540.5
303702,3037,1965,2,0,1,500,0,0
303703,3037,1994,2,1,0,500,1485.1,1619.8
303704,3037,1997,1,0,0,344,0,0
303801,3038,1981,2,1,0,300,4351,4509.4
303802,3038,1985,1,1,0,200,11018.6,12314.2
303803,3038,2002,2,0,0,NA,NA,NA
303804,3038,2006,1,0,0,NA,NA,NA
303805,3038,2017,2,0,0,NA,NA,NA
304001,3040,1959,2,0,0,300,0,0
304002,3040,1958,1,1,0,500,30271.3,41588.1
304003,3040,1992,1,1,0,500,11054.2,11908.2
304301,3043,1945,1,0,1,200,0,0
304302,3043,1948,2,0,0,200,0,0
304401,3044,1965,2,1,0,500,33467.8,49613.9
304402,3044,1973,1,1,0,500,29915.1,40673.5
304501,3045,1943,2,0,1,200,0,0
304701,3047,1944,1,0,1,300,0,0
304801,3048,1959,1,1,0,300,39627.1,56131.3
304802,3048,1957,2,0,0,NA,0,0
304901,3049,1975,2,1,0,500,35599.3,47565.7
304902,3049,1973,1,1,0,500,46109,64388.6
304903,3049,2004,2,0,0,NA,NA,NA
304904,3049,2007,1,0,0,NA,NA,NA
304905,3049,2015,1,0,0,NA,NA,NA
305001,3050,1981,2,1,0,500,0,0
305002,3050,1977,1,1,0,500,0,0
305003,3050,2014,1,0,0,NA,NA,NA
305004,3050,2017,2,0,0,NA,NA,NA
305101,3051,1948,1,1,0,500,10609.9,14417.6
305301,3053,1933,2,0,0,100,0,0
305302,3053,1969,2,0,0,500,0,0
305401,3054,1983,1,1,0,354,25921.8,33471
305402,3054,1985,2,1,0,500,13072.4,14901.5
305403,3054,2018,1,0,0,NA,NA,NA
305501,3055,1948,2,0,0,0,0,0
305601,3056,1971,2,1,0,500,30372.4,40348.6
305602,3056,1973,1,0,0,300,0,0
305603,3056,2017,1,0,0,NA,NA,NA
305701,3057,1960,2,1,0,200,0,0
305702,3057,1955,1,0,0,500,0,0
305801,3058,1967,2,0,0,200,0,0
305802,3058,1940,2,0,0,0,0,0
305803,3058,1938,1,0,1,100,0,0
305901,3059,1950,1,0,1,200,0,0
305902,3059,1960,2,1,0,500,16581.4,18869.1
305903,3059,1998,1,0,0,344,0,0
306001,3060,1974,2,1,0,500,10800,10800
306002,3060,1977,1,1,0,500,11517.2,13428.7
306101,3061,1965,2,1,0,200,20144.4,25596.1
306102,3061,1986,1,1,0,500,14372.1,17905
306103,3061,1994,1,0,0,200,725.8,790.1
306201,3062,1954,2,0,0,100,0,0
306202,3062,1947,1,0,1,100,0,0
306401,3064,1939,2,0,1,500,0,0
306402,3064,1964,2,1,0,300,10398,11332.7
306403,3064,1984,1,1,0,354,1157.8,1321.7
306404,3064,1992,1,0,0,0,0,0
306501,3065,1938,2,0,1,500,0,0
306601,3066,1932,2,0,1,300,0,0
306602,3066,1932,2,0,0,100,0,0
306603,3066,1932,1,0,1,100,0,0
306701,3067,1974,2,1,0,500,0,0
306702,3067,1974,1,1,0,500,59291.1,87568.4
306703,3067,2006,2,0,0,NA,NA,NA
306704,3067,2009,2,0,0,NA,NA,NA
306705,3067,2010,1,0,0,NA,NA,NA
307001,3070,1966,2,0,0,500,0,0
307002,3070,1965,1,1,0,500,120364.3,203856.7
307003,3070,1997,2,0,0,344,1885.5,2058.3
307004,3070,1999,1,0,0,344,1597.1,1745.7
307101,3071,1974,2,1,0,500,24923.8,38964.8
307102,3071,1973,1,1,0,500,56246.5,80951.8
307103,3071,2006,2,0,0,NA,NA,NA
307104,3071,2008,2,0,0,NA,NA,NA
307105,3071,2010,1,0,0,NA,NA,NA
307201,3072,1953,1,0,1,500,0,0
307202,3072,1953,2,0,0,500,0,0
307301,3073,1961,1,1,0,200,0,0
307302,3073,1963,2,0,0,300,0,0
307303,3073,2000,1,0,0,344,0,0
307304,3073,2003,2,0,0,NA,NA,NA
307401,3074,1955,2,0,1,500,0,0
307501,3075,1948,2,0,0,200,0,0
307601,3076,1953,2,0,1,500,24602.3,42590.5
307701,3077,1965,1,1,0,300,0,0
307702,3077,1969,2,1,0,500,0,0
307703,3077,2002,1,0,0,NA,NA,NA
307704,3077,2006,2,0,0,NA,NA,NA
307801,3078,1946,1,0,1,500,0,0
307802,3078,1955,2,0,1,500,0,0
308101,3081,1944,2,0,0,100,0,0
308102,3081,1979,1,1,0,100,916,995.5
308401,3084,1932,2,0,0,100,0,0
308501,3085,1936,2,0,0,200,0,0
308502,3085,1937,1,0,1,300,0,0
308701,3087,1964,1,1,0,500,0,0
308702,3087,1936,2,0,0,100,0,0
308703,3087,1937,1,0,1,100,0,0
308801,3088,1974,1,1,0,500,18758.7,22696.5
308901,3089,1982,2,1,0,500,17286.65,23160.52
308902,3089,1976,1,1,0,500,35077.8,47996.8
309001,3090,1933,2,0,0,100,0,0
309101,3091,1939,2,0,0,100,0,0
309102,3091,1974,1,1,0,200,4685.2,5112.6
309301,3093,1943,2,0,0,100,0,0
309302,3093,1943,1,0,1,200,0,0
309303,3093,1985,1,1,0,200,14354.6,16575.7
309401,3094,1977,1,0,0,200,0,0
309402,3094,1982,2,0,0,200,4812,5218.5
309403,3094,2012,2,0,0,NA,NA,NA
309404,3094,2014,1,0,0,NA,NA,NA
309405,3094,2017,1,0,0,NA,NA,NA
309501,3095,1990,1,1,0,100,0,0
309502,3095,1994,2,0,0,500,410.1,449.8
309601,3096,1958,1,0,1,500,0,0
309602,3096,1960,2,1,0,200,3575.1,3901
309603,3096,1983,1,0,0,354,1206.2,1314.8
309701,3097,1971,1,1,0,200,20955,26307.6
309702,3097,1940,2,0,1,100,0,0
309801,3098,1972,1,1,0,300,23758.2,30219.3
309901,3099,1934,1,0,1,100,0,0
310101,3101,1954,1,0,1,500,20604.1,28995.2
310102,3101,1953,2,0,1,300,0,0
310103,3101,1987,1,1,0,500,21925.1,27526.9
310201,3102,1978,1,0,0,500,15144.7,18691.2
310301,3103,1956,1,1,0,500,0,0
310302,3103,1970,2,1,0,500,27054.7,34842.1
310401,3104,1988,2,1,0,500,9024.19,10184.47
310402,3104,1982,1,1,0,500,23378.4,30177.5
310501,3105,1950,1,0,1,100,0,0
310502,3105,1951,2,0,0,100,0,0
310503,3105,1975,2,1,0,500,9955.62,11235.66
310504,3105,1982,1,1,0,500,0,0
310601,3106,1934,1,0,1,100,0,0
310602,3106,1936,2,0,0,100,0,0
310603,3106,1960,1,0,0,500,0,0
310701,3107,1974,2,1,0,500,28521.6,36374.9
310702,3107,2012,1,0,0,NA,NA,NA
310703,3107,2015,1,0,0,NA,NA,NA
310801,3108,1947,1,0,1,500,0,0
310802,3108,1949,2,0,0,100,0,0
310901,3109,1960,2,1,0,500,33901.8,44563.5
310902,3109,1995,1,0,0,500,1502.8,1638.6
310903,3109,1997,2,0,0,344,0,0
310904,3109,1960,1,1,0,500,5522.7,6067.87
311001,3110,1933,2,0,0,300,0,0
311101,3111,1965,1,1,0,500,59.2,69.7
311102,3111,1966,2,1,0,500,19277.1,21349
311201,3112,1936,2,0,0,100,0,0
311301,3113,1954,1,0,1,500,33432.3,45424.3
311302,3113,1956,2,1,0,500,36199,49186
311303,3113,1989,1,1,0,500,11131.9,12511.9
311304,3113,1990,1,0,0,500,8877.1,10758
311401,3114,1937,1,0,1,500,0,0
311402,3114,1936,2,0,0,500,0,0
311501,3115,1947,2,0,1,200,0,0
311601,3116,1941,1,0,1,200,0,0
311602,3116,1968,2,1,0,NA,19322.6,23383.9
311701,3117,1979,1,1,0,500,5535.6,6033.6
311801,3118,1937,1,0,1,500,0,0
311802,3118,1940,2,0,1,200,0,0
311901,3119,1969,1,1,0,300,33789,44629.1
311902,3119,1970,2,0,0,200,0,0
311903,3119,2000,2,0,0,200,0,0
311904,3119,2002,2,0,0,NA,NA,NA
312001,3120,1957,1,0,1,500,33952,44246.9
312002,3120,1988,2,1,0,344,10942.1,13293.5
312003,3120,1992,2,1,0,500,16304.8,19846.9
312101,3121,1951,2,0,1,300,0,0
312102,3121,1944,1,0,1,300,0,0
312103,3121,1978,2,1,0,500,22031.6,28220.2
312201,3122,1946,2,0,1,300,0,0
312301,3123,1952,1,0,1,500,0,0
312302,3123,1951,2,0,1,200,0,0
312401,3124,1977,2,1,0,500,16090.48,18195.95
312402,3124,2005,1,0,0,NA,NA,NA
312403,3124,2008,1,0,0,NA,NA,NA
312501,3125,1954,2,0,1,300,0,0
312502,3125,1950,1,0,1,500,0,0
312503,3125,1990,2,1,0,500,11629.1,13036.3
312701,3127,1964,1,1,0,500,0,0
312702,3127,1964,2,1,0,500,10168.4,11557.73
312703,3127,2001,2,0,0,200,0,0
312704,3127,2005,2,0,0,NA,NA,NA
312801,3128,1938,2,0,0,0,0,0
312901,3129,1959,2,0,0,300,96.6,113.6
312902,3129,1954,1,0,1,100,4729.22,5177.19
312903,3129,1962,2,0,0,100,0,0
312904,3129,1989,2,1,0,500,9076.4,9636.1
313101,3131,1982,1,1,0,300,5578.07,6067.27
313102,3131,1982,2,1,0,500,17141.48,20633.74
313103,3131,2011,1,0,0,NA,NA,NA
313104,3131,2015,1,0,0,NA,NA,NA
313201,3132,1946,1,0,1,100,0,0
313202,3132,1932,2,0,0,0,0,0
313203,3132,1953,2,0,0,200,0,0
313301,3133,1979,1,1,0,500,16309.69,18824.03
313302,3133,1977,2,0,0,300,6027.1,6306.8
313303,3133,2017,2,0,0,NA,NA,NA
313401,3134,1933,2,0,0,0,0,0
313501,3135,1961,2,0,0,300,0,0
313502,3135,1934,1,0,1,100,0,0
313701,3137,1948,2,0,1,300,688,688
313702,3137,1947,1,0,1,300,0,0
313801,3138,1942,2,0,0,100,0,0
313802,3138,1941,1,0,1,100,0,0
313901,3139,1946,2,0,1,300,0,0
313902,3139,1945,1,0,1,500,0,0
314101,3141,1933,2,0,0,100,0,0
314102,3141,1932,1,0,1,100,0,0
314103,3141,1965,1,0,0,200,0,0
314201,3142,1951,2,0,1,200,0,0
314301,3143,1933,2,0,0,0,0,0
314501,3145,1938,2,0,0,0,0,0
314601,3146,1936,2,0,0,100,0,0
314701,3147,1980,1,1,0,500,23714.3,29402.1
314702,3147,1982,2,1,0,200,1801.9,2104.8
314703,3147,2016,2,0,0,NA,NA,NA
314801,3148,1950,1,0,1,300,0,0
314802,3148,1952,2,0,0,100,0,0
314901,3149,1980,1,0,0,100,6879.54,7555.43
315001,3150,1967,2,1,0,300,0,0
315002,3150,1965,1,1,0,500,0,0
315003,3150,1997,2,0,0,344,0,0
315004,3150,2003,2,0,0,NA,NA,NA
315005,3150,1995,2,0,0,500,1160,1263.1
315101,3151,1940,1,0,1,100,0,0
315102,3151,1945,2,0,1,100,0,0
315301,3153,1934,2,0,0,100,0,0
315302,3153,1932,1,0,1,100,0,0
315401,3154,1952,1,0,1,300,4151.6,4512.6
315402,3154,1953,2,0,0,200,0,0
315501,3155,1942,1,0,1,100,0,0
315502,3155,1942,2,0,0,100,0,0
315601,3156,1945,2,0,0,100,0,0
315602,3156,1932,1,0,1,200,0,0
315701,3157,1951,1,0,1,200,0,0
315702,3157,1961,2,1,0,200,8031.2,8762.3
315801,3158,1936,1,0,1,100,0,0
315802,3158,1944,2,0,0,100,0,0
315803,3158,1948,1,0,1,100,0,0
315804,3158,1962,1,0,0,100,0,0
315901,3159,1950,2,0,0,500,0,0
315902,3159,1950,1,0,1,200,0,0
316101,3161,1981,1,1,0,500,15919.8,17304.1
316201,3162,1979,1,1,0,200,9095.8,9712.6
316202,3162,1976,2,1,0,300,19481.7,23859.2
316203,3162,2007,2,0,0,NA,NA,NA
316301,3163,1943,1,0,1,200,0,0
316302,3163,1943,2,0,0,200,0,0
316601,3166,1964,2,0,0,500,0,0
316602,3166,1965,1,1,0,500,37837.4,50937.8
316603,3166,1987,2,0,0,500,1727.2,1844.3
316604,3166,1990,1,1,0,100,5377,6323.6
316701,3167,1968,2,1,0,500,20324,25516.5
316801,3168,1996,1,1,0,200,10281.4,11196.3
316901,3169,1934,1,0,1,200,0,0
316902,3169,1935,2,0,0,100,0,0
317001,3170,1977,1,1,0,300,0,0
317002,3170,1981,2,1,0,500,0,0
317003,3170,2003,2,0,0,NA,NA,NA
317004,3170,2008,2,0,0,NA,NA,NA
317101,3171,1959,1,1,0,200,0,0
317102,3171,1973,2,0,0,300,0,0
317201,3172,1941,2,0,0,200,0,0
317301,3173,1955,1,1,0,100,9918.7,10808.8
317302,3173,1958,2,0,0,100,0,0
317401,3174,1946,1,0,1,200,0,0
317402,3174,1946,2,0,1,200,0,0
317501,3175,1955,1,0,0,200,0,0
317502,3175,1957,2,1,0,200,0,0
317601,3176,1955,1,1,0,200,0,0
317602,3176,1968,2,1,0,200,1959.7,2139.4
317801,3178,1961,1,1,0,200,0,0
317802,3178,1961,2,1,0,200,0,0
318001,3180,1956,2,1,0,500,0,0
318002,3180,1953,1,0,1,500,0,0
318003,3180,1987,2,0,0,500,173.3,185.1
318101,3181,1985,2,1,0,344,5166.5,5641.1
318102,3181,2005,2,0,0,NA,NA,NA
318103,3181,2004,1,0,0,NA,NA,NA
318104,3181,1977,1,1,0,200,7639.7,8277
318201,3182,1980,1,1,0,500,24908.1,33093.4
318202,3182,1981,2,1,0,500,9252.8,11101.4
318301,3183,1962,2,1,0,500,39476.5,54863.7
318302,3183,1959,1,1,0,200,4528.7,4922.8
318303,3183,1995,1,0,0,500,0,0
318401,3184,1966,1,1,0,300,8759.9,9549.2
318501,3185,1948,1,0,1,500,0,0
318502,3185,1950,2,0,1,300,0,0
318701,3187,1972,1,1,0,200,20552.5,25245.1
318702,3187,1976,2,1,0,500,9676.5,10332.6
318703,3187,2003,1,0,0,NA,NA,NA
318704,3187,2008,1,0,0,NA,NA,NA
318801,3188,1938,1,0,1,100,0,0
318802,3188,1938,2,0,0,100,0,0
318901,3189,1968,2,1,0,500,11012.4,12857.4
318902,3189,1961,1,1,0,200,14201.3,16848.1
318903,3189,1996,1,1,0,500,2581.2,2820
318904,3189,2002,1,0,0,NA,NA,NA
319001,3190,1942,2,0,1,200,0,0
319101,3191,1969,2,1,0,300,19295.2,23463.8
319102,3191,2002,1,0,0,NA,NA,NA
319103,3191,1967,1,1,0,300,0,0
319201,3192,1964,2,1,0,300,18952.9,22583.4
319202,3192,1994,1,1,0,500,2529.76,2732.33
319203,3192,1999,1,0,0,200,0,0
319301,3193,1971,2,1,0,300,16723.7,20114.5
319302,3193,1965,1,1,0,300,15678.9,18685.9
319303,3193,2003,1,0,0,NA,NA,NA
319401,3194,1970,1,1,0,500,23136.3,28261.4
319402,3194,1969,2,1,0,500,23078.4,28659.1
319403,3194,2001,1,0,0,200,0,0
319404,3194,2008,2,0,0,NA,NA,NA
319601,3196,1952,1,0,1,200,0,0
319602,3196,1993,2,0,0,500,0,0
319603,3196,1959,2,1,0,300,16407.7,20328.6
319701,3197,1983,1,1,0,354,12793.7,16057.7
319702,3197,2011,1,0,0,NA,NA,NA
319703,3197,2017,2,0,0,NA,NA,NA
319801,3198,1980,1,1,0,300,19293,22751.5
319802,3198,1983,2,1,0,200,13485.6,15125.7
319803,3198,2012,1,0,0,NA,NA,NA
319804,3198,2014,2,0,0,NA,NA,NA
320001,3200,1977,2,0,0,300,0,0
320002,3200,1977,1,1,0,200,16542.2,20073.2
320003,3200,2007,2,0,0,NA,NA,NA
320004,3200,2011,1,0,0,NA,NA,NA
320101,3201,1957,1,0,1,300,25470.6,32963.4
320102,3201,2002,1,0,0,NA,NA,NA
320201,3202,1963,1,1,0,200,14123.7,16839.1
320202,3202,1964,2,0,0,300,13133.3,15943.2
320301,3203,1961,1,1,0,200,0,0
320302,3203,1962,2,1,0,200,23768.6,30979.2
320303,3203,1992,2,1,0,500,1369.8,1494.7
320501,3205,1985,2,0,0,200,8809.7,9392.6
320502,3205,1980,1,1,0,300,19343,23927.4
320503,3205,2013,1,0,0,NA,NA,NA
320601,3206,1953,1,0,1,500,0,0
320602,3206,1955,2,0,1,200,3974.53,4339.08
320701,3207,1953,1,0,1,200,1280.8,1367.6
320702,3207,1958,2,1,0,200,12994.8,15156.2
320703,3207,1932,2,0,1,200,0,0
320801,3208,1947,1,0,1,200,0,0
321001,3210,1947,1,0,1,100,0,0
321002,3210,1953,2,0,0,100,0,0
321003,3210,1990,2,0,0,200,0,0
321101,3211,1939,1,0,1,300,0,0
321102,3211,1941,2,0,1,200,0,0
321103,3211,1968,1,0,0,0,0,0
321201,3212,1953,2,1,0,300,14831.2,18164.7
321202,3212,1947,1,0,1,100,0,0
321301,3213,1956,2,0,0,200,0,0
321401,3214,1955,1,0,0,100,178.9,220
321402,3214,1958,2,0,0,100,0,0
321403,3214,1994,1,0,0,200,1522.4,1678.7
321404,3214,1984,1,1,0,354,13063.6,15566.1
321501,3215,1982,2,0,0,300,13086.3,15486.4
321601,3216,1976,2,1,0,500,18526.7,22612.1
321602,3216,1977,1,1,0,300,28758.3,38362.2
321603,3216,2007,1,0,0,NA,NA,NA
321701,3217,1987,1,1,0,200,14419.5,17309.8
321702,3217,1986,2,1,0,344,12107.9,13551.1
321801,3218,1992,2,1,0,500,5799.4,6319.8
321802,3218,1957,2,1,0,500,15723.1,19093.1
321901,3219,1944,2,0,1,100,0,0
322001,3220,1965,1,1,0,500,29552.6,40408.1
322002,3220,1971,2,1,0,500,10698.6,11424.1
322003,3220,2000,1,0,0,200,0,0
322004,3220,2007,2,0,0,NA,NA,NA
322101,3221,1986,1,1,0,344,23288.4,30169.2
322201,3222,1954,1,1,0,500,33112.5,45362.4
322202,3222,1955,2,1,0,500,21371.8,26937.3
322301,3223,1960,1,1,0,200,1027.2,1121.6
322302,3223,1966,2,1,0,300,8698.5,9489.5
322303,3223,2002,2,0,0,NA,NA,NA
322401,3224,1964,2,0,0,500,0,0
322402,3224,1966,1,1,0,500,35373,48728.1
322403,3224,2002,2,0,0,NA,NA,NA
322404,3224,1999,2,0,0,344,0,0
322501,3225,1976,1,1,0,300,17775,19560.4
322502,3225,1974,2,1,0,500,9336.7,10188.9
322503,3225,2007,1,0,0,NA,NA,NA
322504,3225,2012,1,0,0,NA,NA,NA
322601,3226,1951,1,0,1,500,0,0
322701,3227,1963,2,0,0,500,0,0
322702,3227,1960,1,1,0,300,18329.1,22720.1
322703,3227,2000,1,0,0,344,0,0
322801,3228,1954,1,0,0,200,0,0
322802,3228,1934,2,0,0,100,0,0
322803,3228,1961,1,0,0,200,697,765.2
323101,3231,1966,2,0,0,200,0,0
323102,3231,1995,2,0,0,344,606.1,661.7
323201,3232,1975,2,1,0,200,0,0
323202,3232,2005,1,0,0,NA,NA,NA
323401,3234,1977,1,1,0,500,25366,32777.4
323402,3234,1977,2,1,0,500,0,0
323403,3234,2017,2,0,0,NA,NA,NA
323501,3235,1962,2,1,0,500,23333.2,29737.2
323601,3236,1957,1,1,0,300,0,0
323602,3236,1973,2,0,0,500,4226.37,4582.74
323801,3238,1982,1,1,0,300,21991.5,27872.4
323802,3238,1984,2,1,0,500,26515,32702.9
323803,3238,2017,1,0,0,NA,NA,NA
323901,3239,1951,1,1,0,500,0,0
323902,3239,1955,2,1,0,500,21181,27662.4
324101,3241,1939,1,0,1,500,9466.1,9489.9
324102,3241,1939,2,0,0,500,0,0
324401,3244,1952,1,0,1,300,3583.28,3885.42
324402,3244,1954,2,0,1,500,14374.3,17961.8
324601,3246,1963,1,1,0,500,28717.5,37063.3
324901,3249,1939,1,0,1,200,0,0
324902,3249,1982,1,0,0,300,22429.9,29876.5
325001,3250,1975,1,1,0,500,22601.1,28084.3
325002,3250,1975,2,1,0,500,15903.6,18576.3
325003,3250,2011,2,0,0,NA,NA,NA
325401,3254,1932,2,0,1,500,2984.36,3236
325402,3254,1932,2,0,1,NA,0,0
325501,3255,1957,2,0,0,300,7086.3,7854.4
325901,3259,1968,2,1,0,500,37054.5,49317.9
325902,3259,1997,2,0,0,344,0,0
325903,3259,1999,1,0,0,344,0,0
326001,3260,1948,1,0,1,500,0,0
326002,3260,1952,2,0,1,100,0,0
326201,3262,1981,1,1,0,500,28007.8,35055.9
326202,3262,1983,2,1,0,500,26860.4,32052.8
326203,3262,2015,2,0,0,NA,NA,NA
326204,3262,2017,2,0,0,NA,NA,NA
326301,3263,1947,1,0,1,300,0,0
326302,3263,1953,2,0,1,300,393.9,393.9
326401,3264,1948,1,0,1,300,0,0
326402,3264,1951,2,0,0,200,0,0
326701,3267,1960,2,0,0,300,0,0
326702,3267,1953,1,0,1,500,320,376.5
326801,3268,1948,1,0,1,500,4073.12,4441.67
326802,3268,1950,2,0,1,300,3176.17,3463.56
326901,3269,1933,2,0,1,200,0,0
327001,3270,1975,1,0,0,500,4546.8,5792.7
327101,3271,1960,2,1,0,200,47080.1,70332.1
327102,3271,1955,1,1,0,500,19622.3,30770.3
327103,3271,1990,1,1,0,344,14269.8,20230.5
327201,3272,1986,1,0,0,500,3431.7,3790.8
327202,3272,1988,2,0,0,500,14144,16598
327401,3274,1958,2,0,1,500,20049.5,25600.1
327402,3274,1944,1,0,1,500,0,0
327501,3275,1961,2,1,0,500,14669.8,17590.8
327502,3275,1933,1,0,1,300,0,0
327701,3277,1970,1,1,0,500,16538.3,18068.3
327702,3277,1968,2,1,0,500,0,0
327703,3277,2001,1,0,0,200,0,0
327704,3277,1996,1,1,0,500,1987.5,2172.7
327801,3278,1968,2,1,0,100,4060.93,4390.41
327802,3278,1998,1,1,0,NA,10482.1,12033.9
327901,3279,1967,2,0,0,200,0,0
327902,3279,1960,1,1,0,200,19757.1,24804.9
327903,3279,1999,1,0,0,344,47.4,54
328001,3280,1972,1,1,0,100,1513.7,1651.2
328002,3280,1980,2,0,0,500,0,0
328101,3281,1965,1,1,0,300,15692.7,17186.1
328102,3281,1970,2,0,0,300,0,0
328103,3281,2010,1,0,0,NA,NA,NA
328104,3281,2014,1,0,0,NA,NA,NA
328201,3282,1958,1,1,0,300,19177.6,25287.9
328202,3282,1961,2,1,0,500,23403.2,29849.4
328203,3282,1987,2,0,0,500,3420,4598.5
328301,3283,1967,1,1,0,500,28673,37514.8
328302,3283,1992,2,1,0,500,9657.1,10173.2
328401,3284,1973,2,1,0,300,10603.8,11322.8
328402,3284,2015,2,0,0,NA,NA,NA
328501,3285,1970,2,1,0,500,15340.9,18510.7
328502,3285,1937,2,0,1,500,0,0
328503,3285,1966,1,0,0,100,0,0
328504,3285,1975,2,1,0,500,0,0
328601,3286,1955,1,0,1,300,7988.6,10321
328602,3286,1958,2,0,0,200,0,0
328701,3287,1953,1,0,0,100,0,0
328702,3287,1956,2,0,0,300,0,0
328703,3287,1982,2,0,0,200,0,0
328704,3287,2014,1,0,0,NA,NA,NA
328705,3287,1988,1,1,0,354,12104.6,13113.8
328801,3288,1932,1,0,1,100,0,0
328802,3288,1932,2,0,0,200,0,0
328901,3289,1985,1,1,0,344,19185,22643.8
328902,3289,1983,2,1,0,200,2638.8,2875.1
328903,3289,2006,1,0,0,NA,NA,NA
328904,3289,2016,2,0,0,NA,NA,NA
329001,3290,1939,2,0,1,300,0,0
329002,3290,1969,1,1,0,300,145.5,223.8
329003,3290,1974,1,1,0,500,13036.1,17280.3
329101,3291,1976,2,1,0,300,0,0
329102,3291,1971,1,1,0,300,0,0
329103,3291,2006,2,0,0,NA,NA,NA
329104,3291,2010,2,0,0,NA,NA,NA
329201,3292,1956,2,0,0,300,0,0
329301,3293,1984,1,1,0,200,15312.6,17558.9
329302,3293,1980,2,1,0,500,12247.7,13755.6
329401,3294,1962,1,1,0,100,17892.2,20403.5
329402,3294,1963,2,0,0,100,0,0
329501,3295,1932,2,0,0,0,0,0
329502,3295,1956,1,0,1,100,0,0
329601,3296,1999,2,0,0,100,0,0
329602,3296,1979,2,1,0,200,18230.4,20841.1
329603,3296,1974,1,1,0,200,28228.9,32305.4
329701,3297,1978,1,1,0,500,21782,24971.6
329702,3297,1982,1,1,0,200,20118.3,22478
329801,3298,1940,2,0,1,0,0,0
329901,3299,1952,1,0,1,100,0,0
329902,3299,1935,2,0,1,0,0,0
330101,3301,1951,1,0,1,500,28120.1,31739.4
330102,3301,1953,2,1,0,500,19011.3,21751.8
330201,3302,1980,1,1,0,300,38443.1,45542.7
330202,3302,1988,2,0,0,500,2922.7,3190.7
330301,3303,1972,2,0,0,0,0,0
330302,3303,1962,1,0,0,100,0,0
330303,3303,1962,1,1,0,0,23040.6,25792.7
330401,3304,1955,2,0,0,0,0,0
330402,3304,1961,2,0,0,0,0,0
330403,3304,1980,2,0,0,200,0,0
330404,3304,1991,2,0,0,344,0,0
330405,3304,1996,2,0,0,344,0,0
330406,3304,2001,2,0,0,200,0,0
330407,3304,2011,2,0,0,NA,NA,NA
330601,3306,1969,2,1,0,300,570.3,622.2
330602,3306,1961,1,0,0,200,0,0
330603,3306,2004,1,0,0,NA,NA,NA
330701,3307,1996,1,1,0,500,16719.3,19397.7
330801,3308,1946,2,0,1,300,0,0
330901,3309,1969,1,1,0,300,23956,27775.1
330902,3309,1994,1,1,0,200,0,0
330903,3309,1996,2,0,0,200,0,0
330904,3309,2000,1,0,0,200,0,0
331001,3310,1979,1,1,0,300,0,0
331002,3310,1980,2,1,0,300,21049.7,23620.1
331003,3310,2015,2,0,0,NA,NA,NA
331004,3310,2016,2,0,0,NA,NA,NA
331101,3311,1964,1,0,0,300,681.1,733.9
331102,3311,1967,2,1,0,100,13192.7,14635.4
331103,3311,1987,2,1,0,500,11179.4,12230.3
331104,3311,1992,1,0,0,344,0,0
331301,3313,1962,1,1,0,200,16182.7,18350.4
331302,3313,1965,2,1,0,100,0,0
331303,3313,1992,2,1,0,500,4876,5266.1
331401,3314,1946,1,0,1,0,0,0
331402,3314,1950,2,0,1,0,0,0
331501,3315,1958,1,0,0,300,0,0
331502,3315,1959,2,0,0,100,0,0
331503,3315,1989,1,0,0,344,0,0
331504,3315,1992,1,0,0,344,0,0
331505,3315,1996,2,0,0,200,0,0
331601,3316,1981,2,0,0,200,2045,2232.6
331602,3316,2006,1,0,0,NA,NA,NA
331603,3316,2009,1,0,0,NA,NA,NA
331604,3316,2011,2,0,0,NA,NA,NA
331605,3316,2014,1,0,0,NA,NA,NA
331606,3316,2003,2,0,0,NA,NA,NA
331701,3317,1972,1,0,0,300,6620.3,6620.3
331702,3317,1978,2,0,0,100,254.3,277.4
331703,3317,1998,2,0,0,200,0,0
331704,3317,2002,2,0,0,NA,NA,NA
331705,3317,2005,2,0,0,NA,NA,NA
331706,3317,2007,2,0,0,NA,NA,NA
331801,3318,1980,1,1,0,200,15899.4,17994.2
331802,3318,1983,2,0,0,100,0,0
331803,3318,2005,1,0,0,NA,NA,NA
331804,3318,2008,2,0,0,NA,NA,NA
331805,3318,2016,2,0,0,NA,NA,NA
331806,3318,2012,2,0,0,NA,NA,NA
331901,3319,1970,2,0,0,100,2746.2,2998.1
331902,3319,2008,1,0,0,NA,NA,NA
332001,3320,1965,1,1,0,200,18266.7,20869.5
332002,3320,1971,2,1,0,300,1175.1,1187
332003,3320,1988,2,0,0,500,2915.1,3182.5
332004,3320,1991,1,0,0,354,0,0
332005,3320,1997,1,0,0,200,0,0
332101,3321,1984,1,0,0,100,4022.3,4302.2
332201,3322,1959,1,0,0,100,0,0
332202,3322,1968,2,0,0,100,0,0
332203,3322,1993,2,0,0,200,0,0
